FoodCode	Main.food.description	ModCode
26205160	Octopus, steamed	0
26205170	Octopus, dried	0
26205180	Octopus, dried, boiled	0
26205190	Octopus, smoked	0
26207110	Roe, shad, cooked	0
26209100	Roe, herring	0
26211100	Roe, sturgeon	0
26213100	Squid, raw	0
26213120	Squid, baked or broiled, fat added in cooking	0
26213121	Squid, baked or broiled, fat not added in cooking	0
26213130	Squid, coated, baked or broiled, fat added in cooking	0
26213131	Squid, coated, baked or broiled, fat not added in cooking	0
26213140	Squid, coated, fried	0
26213160	Squid, steamed or boiled	0
26213170	Squid, dried	0
26213180	Squid, pickled	0
26213190	Squid, canned	0
26215120	Turtle (terrapin), cooked, NS as to cooking method	0
26301110	Abalone, cooked, NS as to cooking method	0
26301140	Abalone, floured or breaded, fried	0
26301160	Abalone, steamed or poached	0
26303100	Clams, raw	0
26303110	Clams, cooked, NS as to cooking method	0
26303120	Clams, baked or broiled, fat added in cooking	0
26303121	Clams, baked or broiled, fat not added in cooking	0
26303130	Clams, coated, baked or broiled, fat added in cooking	0
26303131	Clams, coated, baked or broiled, fat not added in cooking	0
26303140	Clams, coated, fried	0
26303160	Clams, steamed or boiled	0
26303180	Clams, canned	0
26303190	Clams, smoked, in oil	0
26305110	Crab, cooked, NS as to cooking method	0
26305120	Crab, baked or broiled, fat added in cooking	0
26305121	Crab, baked or broiled, fat not added in cooking	0
26305130	Crab, coated, baked or broiled, fat added in cooking	0
26305131	Crab, coated, baked or broiled, fat not added in cooking	0
26305160	Crab, hard shell, steamed	0
26305180	Crab, canned	0
26307140	Crab, soft shell, coated, fried	0
26309140	Crayfish, coated, fried	0
26309160	Crayfish, boiled or steamed	0
26311110	Lobster, cooked, NS as to cooking method	0
26311120	Lobster, baked or broiled, fat added in cooking	0
26311121	Lobster, baked or broiled, fat not added in cooking	0
26311140	Lobster, coated, fried	0
26311160	Lobster, steamed or boiled	0
26311170	Lobster, coated, baked or broiled, fat added in cooking	0
26311171	Lobster, coated, baked or broiled, fat not added in cooking	0
26311180	Lobster, canned	0
26313100	Mussels, raw	0
26313110	Mussels, cooked, NS as to cooking method	0
26313160	Mussels, steamed or poached	0
26315100	Oysters, raw	0
26315110	Oysters, cooked, NS as to cooking method	0
26315120	Oysters, baked or broiled, fat added in cooking	0
26315121	Oysters, baked or broiled, fat not added in cooking	0
26315130	Oysters, steamed	0
26315140	Oysters, coated, fried	0
26315160	Oysters, coated, baked or broiled, fat added in cooking	0
26315161	Oysters, coated, baked or broiled, fat not added in cooking	0
26315180	Oysters, canned	0
26315190	Oysters, smoked	0
26317110	Scallops, cooked, NS as to cooking method	0
26317120	Scallops, baked or broiled, fat added in cooking	0
26317121	Scallops, baked or broiled, fat not added in cooking	0
26317130	Scallops, steamed or boiled	0
26317140	Scallops, coated, fried	0
26317160	Scallops, coated, baked or broiled, fat added in cooking	0
26317161	Scallops, coated, baked or broiled, fat not added in cooking	0
26319110	Shrimp, cooked, NS as to cooking method	0
26319120	Shrimp, baked or broiled, made with oil	0
26319121	Shrimp, baked or broiled, made with butter	0
26319122	Shrimp, baked or broiled, made with margarine	0
26319123	Shrimp, baked or broiled, made without fat	0
26319124	Shrimp, baked or broiled, made with cooking spray	0
26319130	Shrimp, steamed or boiled	0
26319140	Shrimp, coated, fried, made with oil	0
26319141	Shrimp, coated, fried, made with butter	0
26319142	Shrimp, coated, fried, made with margarine	0
26319143	Shrimp, coated, fried, made without fat	0
26319144	Shrimp, coated, fried, made with cooking spray	0
26319145	Shrimp, coated, fried, from fast food  restaurant	0
26319160	Shrimp, coated, baked or broiled, made with oil	0
26319161	Shrimp, coated, baked or broiled, made with butter	0
26319162	Shrimp, coated, baked or broiled, made with margarine	0
26319163	Shrimp, coated, baked or broiled, made without fat	0
26319164	Shrimp, coated, baked or broiled, made with cooking spray	0
26319170	Shrimp, dried	0
26319180	Shrimp, canned	0
26321110	Snails, cooked, NS as to cooking method	0
27111000	Beef with tomato-based sauce (mixture)	0
27111050	Spaghetti sauce with beef or meat other than lamb or mutton, homemade-style	0
27111100	Beef goulash	0
27111200	Beef burgundy (beef bourguignonne)	0
27111300	Mexican style beef stew, no potatoes, tomato-based sauce (mixture) (Carne guisada sin papas)	0
27111310	Mexican style beef stew, no potatoes, with chili peppers, tomato-based sauce (mixture) (Carne guisada con chile)	0
27111400	Chili con carne, NS as to beans	0
27111410	Chili con carne with beans	0
27111420	Chili con carne without beans	0
27111430	Chili con carne, NS as to beans, with cheese	0
27111440	Chili con carne with beans and cheese	0
27111500	Beef sloppy joe (no bun)	0
27112000	Beef with gravy (mixture)	0
27112010	Salisbury steak with gravy (mixture)	0
27113000	Beef with cream or white sauce (mixture)	0
27113100	Beef stroganoff	0
27113200	Creamed chipped or dried beef	0
27113300	Swedish meatballs with cream or white sauce (mixture)	0
27114000	Beef with (mushroom) soup (mixture)	0
27115000	Beef with soy-based sauce (mixture)	0
27115100	Steak teriyaki with sauce (mixture)	0
27116100	Beef curry	0
27116200	Beef with barbecue sauce (mixture)	0
27116300	Beef with sweet and sour sauce (mixture)	0
27116350	Stewed, seasoned, ground beef, Mexican style (Picadillo de carne de rez)	0
27116400	Steak tartare (raw ground beef and egg)	0
27118110	Meatballs, Puerto Rican style (Albondigas guisadas)	0
27118120	Stewed seasoned ground beef, Puerto Rican style (Picadillo guisado, picadillo de carne)	0
27118130	Stewed dried beef, Puerto Rican style (Tasajo guisado, carne cecina guisada)	0
27118140	Stuffed pot roast, Puerto Rican style, NFS (assume with gravy and stuffing)	0
27118180	Puerto Rican style beef stew, meat with gravy (potatoes reported separately)	0
27120020	Ham or pork with gravy (mixture)	0
27120030	Ham or pork with barbecue sauce (mixture)	0
27120060	Sweet and sour pork	0
27120080	Ham stroganoff	0
27120090	Ham or pork with (mushroom) soup (mixture)	0
27120100	Ham or pork with tomato-based sauce (mixture)	0
27120110	Sausage with tomato-based sauce (mixture)	0
27120120	Sausage gravy	0
27120130	Mexican style pork stew, no potatoes, tomato-based sauce (mixture) (cerdo guisado sin papas)	0
27120150	Pork or ham with soy-based sauce (mixture)	0
27120160	Pork curry	0
27120210	Frankfurter or hot dog, with chili, no bun	0
27120250	Frankfurters or hot dogs with tomato-based sauce (mixture)	0
27121000	Pork with chili and tomatoes (mixture) (Puerco con chile)	0
27121010	Stewed pork, Puerto Rican style	0
27121410	Chili con carne with beans, made with pork	0
27130010	Lamb or mutton with gravy (mixture)	0
27130040	Spaghetti sauce with lamb or mutton, homemade-style	0
27130050	Lamb or mutton goulash	0
27130100	Lamb or mutton curry	0
27133010	Stewed goat, Puerto Rican style (Cabrito en fricase, chilindron de chivo)	0
27135010	Veal with gravy (mixture)	0
27135020	Veal scallopini	0
27135030	Veal with cream sauce (mixture)	0
27135040	Veal with butter sauce (mixture)	0
27135050	Veal Marsala	0
27135110	Veal parmigiana	0
27135150	Veal cordon bleu	0
27136050	Venisondeer with tomato-based sauce (mixture)	0
27136080	Venisondeer with gravy (mixture)	0
27136100	Chili con carne with venisondeer and beans	0
27141000	Chicken or turkey cacciatore	0
27141030	Spaghetti sauce with poultry, home-made style	0
27141050	Stewed chicken with tomato-based sauce, Mexican style (mixture) (Pollo guisado con tomate)	0
27141500	Chili con carne with chicken or turkey and beans	0
27142000	Chicken with gravy (mixture)	0
27142100	Chicken or turkey fricassee	0
27142200	Turkey with gravy (mixture)	0
27143000	Chicken or turkey with cream sauce (mixture)	0
27144000	Chicken or turkey with (mushroom) soup (mixture)	0
27145000	Chicken or turkey teriyaki (chicken or turkey with soy-based sauce)	0
27146000	Chicken or turkey with barbecue sauce, skin eaten	0
27146010	Chicken or turkey with barbecue sauce, skin not eaten	0
27146050	Chicken wing with hot pepper sauce	0
27146100	Sweet and sour chicken or turkey	0
27146110	Sweet and sour chicken or turkey, without vegetables	0
27146150	Chicken curry	0
27146160	Chicken with mole sauce	0
27146200	Chicken or turkey with cheese sauce (mixture)	0
27146250	Chicken or turkey cordon bleu	0
27146300	Chicken or turkey parmigiana	0
27146350	Orange chicken	0
27146360	Sesame chicken	0
27146400	Chicken kiev	0
27148010	Stuffed chicken, drumstick or breast, Puerto Rican style (Muslo de pollo o pechuga rellena)	0
27150010	Fish with cream or white sauce, not tuna or lobster (mixture)	0
27150020	Crab, deviled	0
27150030	Crab imperial	0
27150050	Fish timbale or mousse	0
27150060	Lobster newburg	0
27150070	Lobster with butter sauce (mixture)	0
27150100	Shrimp curry	0
27150110	Shrimp cocktail (shrimp with cocktail sauce)	0
27150120	Tuna with cream or white sauce (mixture)	0
27150130	Seafood newburg	0
27150140	Clam sauce, white	0
27150160	Shrimp with lobster sauce (mixture)	0
27150170	Sweet and sour shrimp	0
27150190	Lobster sauce (broth-based)	0
27150200	Oyster sauce (white sauce-based)	0
27150210	Fish sauce (bagoong)	0
27150230	Shrimp scampi	0
27150250	Fish moochim (Korean style), dried fish with soy sauce	0
27150310	Fish with tomato-based sauce (mixture)	0
27150320	Fish curry	0
27150330	Mussels with tomato-based sauce (mixture)	0
27150350	Sardines with tomato-based sauce (mixture)	0
27150370	Sardines with mustard sauce (mixture)	0
27150410	Shrimp teriyaki (shrimp with soy-based sauce) (mixture)	0
27150510	Scallops with cheese sauce (mixture)	0
27151030	Marinated fish (Ceviche)	0
27151040	Crabs in tomato-based sauce, Puerto Rican style (mixture) (Salmorejo de jueyes)	0
27151050	Shrimp in garlic sauce, Puerto Rican style (mixture) (Camarones al ajillo)	0
27151070	Stewed codfish, Puerto Rican style, no potatoes (potatoes reported separately)	0
27160010	Meat with barbecue sauce, NS as to type of meat (mixture)	0
27160100	Meatballs, NS as to type of meat, with sauce (mixture)	0
27161010	Puerto Rican style meat loaf (Albondigon)	0
27162010	Meat with tomato-based sauce (mixture)	0
27162050	Spaghetti sauce with combination of meats, homemade-style	0
27162060	Spaghetti sauce with meat and vegetables, homemade-style	0
27162500	Stewed, seasoned, ground beef and pork, Mexican style (Picadillo de carne de rez y puerco)	0
27163010	Meat with gravy, NS as to type of meat (mixture)	0
27211000	Beef and potatoes, no sauce (mixture)	0
27211100	Beef stew with potatoes, tomato-based sauce (mixture)	0
27211110	Mexican style beef stew with potatoes, tomato-based sauce (mixture) (Carne guisada con papas)	0
27211150	Beef goulash with potatoes	0
27211190	Beef and potatoes with cream sauce, white sauce or mushroom soup-based sauce (mixture)	0
27211200	Beef stew with potatoes, gravy	0
27211300	Beef (roast) hash	0
27211400	Corned beef hash	0
27211500	Beef and potatoes with cheese sauce (mixture)	0
27211550	Stewed, seasoned, ground beef with potatoes, Mexican style (Picadillo de carne de rez con papas)	0
27212000	Beef and noodles, no sauce (mixture)	0
27212050	Beef and macaroni with cheese sauce (mixture)	0
27212100	Beef and noodles with tomato-based sauce (mixture)	0
27212120	Chili con carne with beans and macaroni	0
27212150	Beef goulash with noodles	0
27212200	Beef and noodles with gravy (mixture)	0
27212300	Beef and noodles with cream or white sauce (mixture)	0
27212350	Beef stroganoff with noodles	0
27212400	Beef and noodles with (mushroom) soup (mixture)	0
27212500	Beef and noodles with soy-based sauce (mixture)	0
27213000	Beef and rice, no sauce (mixture)	0
27213010	Biryani with meat	0
27213100	Beef and rice with tomato-based sauce (mixture)	0
27213120	Porcupine balls with tomato-based sauce (mixture)	0
27213150	Chili con carne with beans and rice	0
27213200	Beef and rice with gravy (mixture)	0
27213300	Beef and rice with cream sauce (mixture)	0
27213400	Beef and rice with (mushroom) soup (mixture)	0
27213420	Porcupine balls with (mushroom) soup (mixture)	0
27213500	Beef and rice with soy-based sauce (mixture)	0
27213600	Beef and rice with cheese sauce (mixture)	0
27214100	Meat loaf made with beef	0
27214110	Meat loaf made with beef, with tomato-based sauce	0
27214300	Beef wellington	0
27214500	Corned beef patty	0
27214600	Creamed dried beef on toast	0
27218110	Puerto Rican style stuffed pot roast (larded meat) with potatoes (Carne mechada con papas boliche)	0
27218210	Puerto Rican style beef stew with potatoes (Carne guisada con papas)	0
27218310	Stewed corned beef, Puerto Rican style (Corned beef guisado)	0
27220010	Meat loaf made with ham (not luncheon meat)	0
27220020	Ham and noodles with cream or white sauce (mixture)	0
27220030	Ham and rice with (mushroom) soup (mixture)	0
27220050	Ham or pork with stuffing (mixture)	0
27220080	Ham croquette	0
27220110	Pork and rice with tomato-based sauce (mixture)	0
27220120	Sausage and rice with tomato-based sauce (mixture)	0
27220150	Sausage and rice with (mushroom) soup (mixture)	0
27220170	Sausage and rice with cheese sauce (mixture)	0
27220190	Sausage and noodles with cream or white sauce (mixture)	0
27220210	Ham and noodles, no sauce (mixture)	0
27220310	Ham or pork and rice, no sauce (mixture)	0
27220510	Ham or pork and potatoes with gravy (mixture)	0
27220520	Ham or pork and potatoes with cheese sauce (mixture)	0
27221100	Stewed pigs feet, Puerto Rican style (Patitas de cerdo guisadas)	0
27221110	Stuffed pork roast, Puerto Rican style	0
27221150	Mexican style pork stew, with potatoes, tomato-based sauce (mixture) (cerdo guisado con papas)	0
27230010	Lamb or mutton loaf	0
27231000	Lamb or mutton and potatoes with gravy (mixture)	0
27232000	Lamb or mutton and potatoes with tomato-based sauce (mixture)	0
27233000	Lamb or mutton and noodles with gravy (mixture)	0
27235000	Meat loaf made with venisondeer	0
27235750	Veal and noodles with cream or white sauce (mixture)	0
27236000	Venisondeer and noodles with cream or white sauce (mixture)	0
27241000	Chicken or turkey hash	0
27241010	Chicken or turkey and potatoes with gravy (mixture)	0
27242000	Chicken or turkey and noodles, no sauce (mixture)	0
27242200	Chicken or turkey and noodles with gravy (mixture)	0
27242250	Chicken or turkey and noodles with (mushroom) soup (mixture)	0
27242300	Chicken or turkey and noodles with cream or white sauce (mixture)	0
27242310	Chicken or turkey and noodles with cheese sauce (mixture)	0
27242350	Chicken or turkey tetrazzini	0
27242400	Chicken or turkey and noodles, tomato-based sauce (mixture)	0
27242500	Chicken or turkey and noodles with soy-based sauce (mixture)	0
27243000	Chicken or turkey and rice, no sauce (mixture)	0
27243100	Biryani with chicken	0
27243300	Chicken or turkey and rice with cream sauce (mixture)	0
27243400	Chicken or turkey and rice with (mushroom) soup (mixture)	0
27243500	Chicken or turkey and rice with tomato-based sauce (mixture)	0
27243600	Chicken or turkey and rice with soy-based sauce (mixture)	0
27243700	Chicken in cheese sauce with Spanish rice	0
27246100	Chicken or turkey with dumplings (mixture)	0
27246200	Chicken or turkey with stuffing (mixture)	0
27246300	Chicken or turkey cake, patty, or croquette	0
27246400	Chicken or turkey souffle	0
27246500	Meat loaf made with chicken or turkey	0
27246505	Meat loaf made with chicken or turkey, with tomato-based sauce	0
27250020	Clams, stuffed	0
27250030	Codfish ball or cake	0
27250040	Crab cake	0
27250050	Fish cake or patty, NS as to fish	0
27250060	Gefilte fish	0
27250070	Salmon cake or patty	0
27250080	Salmon loaf	0
27250110	Scallops and noodles with cheese sauce (mixture)	0
27250120	Shrimp and noodles, no sauce (mixture)	0
27250122	Shrimp and noodles with gravy (mixture)	0
27250124	Shrimp and noodles with (mushroom) soup (mixture)	0
27250126	Shrimp and noodles with cream or white sauce (mixture)	0
27250128	Shrimp and noodles with soy-based sauce (mixture)	0
27250130	Shrimp and noodles with cheese sauce (mixture)	0
27250132	Shrimp and noodles with tomato sauce (mixture)	0
27250150	Tuna loaf	0
27250160	Tuna cake or patty	0
27250210	Clam cake or patty	0
27250220	Oyster fritter	0
27250250	Flounder with crab stuffing	0
27250260	Lobster with bread stuffing, baked	0
27250270	Clams Casino	0
27250300	Mackerel cake or patty	0
27250310	Haddock cake or patty	0
27250400	Shrimp cake or patty	0
27250410	Shrimp with crab stuffing	0
27250450	Shrimp toast, fried	0
27250520	Seafood restructured	0
27250550	Seafood souffle	0
27250610	Tuna noodle casserole with cream or white sauce	0
27250630	Tuna noodle casserole with (mushroom) soup	0
27250710	Tuna and rice with (mushroom) soup (mixture)	0
27250810	Fish and rice with tomato-based sauce	0
27250820	Fish and rice with cream sauce	0
27250830	Fish and rice with (mushroom) soup	0
27250900	Fish and noodles with (mushroom) soup	0
27250950	Shellfish mixture and noodles, tomato-based sauce (mixture)	0
27251010	Stewed salmon, Puerto Rican style (Salmon guisado)	0
27260010	Meat loaf, NS as to type of meat	0
27260050	Meatballs, with breading, NS as to type of meat, with gravy	0
27260080	Meat loaf made with beef and pork	0
27260090	Meat loaf made with beef, veal and pork	0
27260100	Meat loaf made with beef and pork, with tomato-based sauce	0
27260110	Hash, NS as to type of meat	0
27260500	Vienna sausages stewed with potatoes, Puerto Rican style (Salchichas guisadas)	0
27260510	Liver dumpling	0
27261000	Breaded brains, Puerto Rican style (Sesos rebosados)	0
27261500	Stewed, seasoned, ground beef and pork, with potatoes, Mexican style (Picadillo de carne de rez y puerco con papas)	0
27311110	Beef, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), no sauce (mixture)	0
27311120	Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)	0
27311210	Corned beef, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), no sauce (mixture)	0
27311220	Corned beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)	0
27311310	Beef stew with potatoes and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce	0
27311320	Beef stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce	0
27311410	Beef stew with potatoes and vegetables (including carrots, broccoli, andor dark-green leafy), gravy	0
27311420	Beef stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy	0
27311510	Shepherds pie with beef	0
27311600	Beef, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), gravy (mixture)	0
27311605	Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)	0
27311610	Beef, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), cream sauce, white sauce, or mushroom soup-based sauce (mixture)	0
27311620	Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cream sauce, white sauce, or mushroom soup-based sauce (mixture)	0
27311625	Beef, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce (mixture)	0
27311630	Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)	0
27311635	Beef, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), cheese sauce (mixture)	0
27311640	Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)	0
27311645	Beef, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), soy-based sauce (mixture)	0
27311650	Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture)	0
27313010	Beef, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), no sauce (mixture)	0
27313020	Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)	0
27313110	Beef chow mein or chop suey with noodles	0
27313150	Beef, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), soy-based sauce (mixture)	0
27313160	Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture)	0
27313210	Beef, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce (mixture)	0
27313220	Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)	0
27313310	Beef, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), (mushroom) soup (mixture)	0
27313320	Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), (mushroom) soup (mixture)	0
27313410	Beef, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), gravy (mixture)	0
27313420	Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)	0
27315010	Beef, rice, and vegetables (including carrots, broccoli, andor dark-green leafy), no sauce (mixture)	0
27315020	Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)	0
27315210	Beef, rice, and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce (mixture)	0
27315220	Beef, rice, and vegetables (excluding carrots, broccoli, andor dark-green leafy), tomato-based sauce (mixture)	0
27315250	Stuffed cabbage rolls with beef and rice	0
27315270	Stuffed grape leaves with beef and rice	0
27315310	Beef, rice, and vegetables (including carrots, broccoli, andor dark-green leafy), (mushroom) soup (mixture)	0
27315320	Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), (mushroom) soup (mixture)	0
27315330	Beef, rice, and vegetables (including carrots, broccoli, andor dark-green leafy), cheese sauce (mixture)	0
27315340	Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)	0
27315410	Beef, rice, and vegetables (including carrots, broccoli, andor dark-green leafy), gravy (mixture)	0
27315420	Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)	0
27315510	Beef, rice, and vegetables (including carrots, broccoli, andor dark-green leafy), soy-based sauce (mixture)	0
27315520	Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture)	0
27317010	Beef pot pie	0
27317100	Beef, dumplings, and vegetables (including carrots, broccoli, andor dark-green leafy), gravy (mixture)	0
27317110	Beef, dumplings, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)	0
27319010	Stuffed green pepper, Puerto Rican style (Pimiento relleno)	0
27320020	Ham pot pie	0
27320025	Ham or pork, noodles and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)	0
27320027	Ham or pork, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), no sauce (mixture)	0
27320030	Ham or pork, noodles and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)	0
27320040	Pork, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), no sauce (mixture)	0
27320070	Ham or pork, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce (mixture)	0
27320080	Sausage, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce	0
27320090	Sausage, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce	0
27320100	Pork, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce (mixture)	0
27320110	Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)	0
27320120	Sausage, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), gravy (mixture)	0
27320130	Sausage, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)	0
27320140	Pork, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), gravy (mixture)	0
27320150	Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)	0
27320210	Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)	0
27320310	Pork chow mein or chop suey with noodles	0
27320320	Pork, rice, and vegetables (including carrots, broccoli, andor dark-green leafy), soy-based sauce (mixture)	0
27320330	Pork, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture)	0
27320340	Pork, rice, and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce (mixture)	0
27320350	Pork, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)	0
27320410	Ham, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)	0
27320450	Ham, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), no sauce (mixture)	0
27320500	Sweet and sour pork with rice	0
27330010	Shepherds pie with lamb	0
27330030	Lamb or mutton stew with potatoes and vegetables (including carrots, broccoli, andor dark-green leafy), gravy	0
27330050	Lamb or mutton, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)	0
27330060	Lamb or mutton, rice, and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce (mixture)	0
27330080	Lamb or mutton, rice, and vegetables  (including carrots, broccoli, andor dark-green leafy), gravy	0
27330110	Lamb or mutton stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy	0
27330170	Stuffed grape leaves with lamb and rice	0
27330210	Lamb or mutton stew with potatoes and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce	0
27330220	Lamb or mutton stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce	0
27331150	Veal fricassee, Puerto Rican style (ternera en fricase)	0
27332100	Veal stew with potatoes and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce	0
27332110	Veal stew with potatoes and vegetables (excluding carrots, broccoli, andor dark-green leafy), tomato-based sauce	0
27335100	Rabbit stew with potatoes and vegetables	0
27335500	Stewed rabbit, Puerto Rican style (Fricase de conejo)	0
27336100	Venisondeer stew with potatoes and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce	0
27336150	Venisondeer stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce	0
27336200	Venisondeer, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), gravy (mixture)	0
27336250	Venisondeer, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)	0
27336300	Venisondeer, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce (mixture)	0
27336310	Venisondeer, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)	0
27341000	Chicken or turkey, potatoes, corn, and cheese, with gravy	0
27341010	Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), no sauce (mixture)	0
27341020	Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)	0
27341025	Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), gravy (mixture)	0
27341030	Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)	0
27341035	Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), cream sauce, white sauce, or mushroom soup-based sauce (mixture)	0
27341040	Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cream sauce, white sauce, or mushroom soup-based sauce (mixture)	0
27341045	Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), cheese sauce (mixture)	0
27341050	Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)	0
27341055	Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce (mixture)	0
27341060	Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)	0
27341310	Chicken or turkey stew with potatoes and vegetables (including carrots, broccoli, andor dark-green leafy), gravy	0
27341320	Chicken or turkey stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy	0
27341510	Chicken or turkey stew with potatoes and vegetables (including carrots, broccoli, andor dark-green leafy), tomato-based sauce	0
27341520	Chicken or turkey stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato- based sauce	0
27343010	Chicken or turkey, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), no sauce (mixture)	0
27343020	Chicken or turkey, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)	0
27343410	Chicken or turkey, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), gravy (mixture)	0
27343420	Chicken or turkey, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)	0
27343470	Chicken or turkey, noodles, and vegetables (including carrots, broccoli, andor dark-green leafy), cream sauce, white sauce, or mushroom soup-based sauce (mixture)	0
