FoodCodes	drxfcsd	Main.food.description	Old.Main.food.description	ModCode	FoodID
53236000	COOKIE, PIZZELLE (ITALIAN STYLE WAFER)	Cookie_pizzelle_Italian_style_wafer_	Cookie, pizzelle (Italian style wafer)	0	53236000.0
53236100	COOKIE, PUMPKIN	Cookie_pumpkin	Cookie, pumpkin	0	53236100.0
53237000	COOKIE, RAISIN	Cookie_raisin	Cookie, raisin	0	53237000.0
53237010	COOKIE, RAISIN SANDWICH, CREAM-FILLED	Cookie_raisin_sandwich_cream_filled	Cookie, raisin sandwich, cream-filled	0	53237010.0
53237500	COOKIE, RUM BALL (NO-BAKE)	Cookie_rum_ball_no_bake_	Cookie, rum ball (no-bake)	0	53237500.0
53238000	COOKIE, SANDWICH TYPE, NOT CHOCOLATE OR VANILLA	Cookie_sandwich_type_not_chocolate_or_vanilla	Cookie, sandwich-type, not chocolate or vanilla	0	53238000.0
53239000	COOKIE, SHORTBREAD	Cookie_shortbread	Cookie, shortbread	0	53239000.0
53239010	COOKIE, SHORTBREAD, REDUCED FAT	Cookie_shortbread_reduced_fat	Cookie, shortbread, reduced fat	0	53239010.0
53239050	COOKIE, SHORTBREAD, WITH CHOCOLATE FILLING	Cookie_shortbread_with_chocolate_filling	Cookie, shortbread, with chocolate filling	0	53239050.0
53241500	COOKIE, BUTTER OR SUGAR	Cookie_butter_or_sugar_cookie	Cookie, butter or sugar cookie	0	53241500.0
53241600	COOKIE, BUTTER/SUGAR COOKIE, W/ FRUIT AND/ OR NUTS	Cookie_butter_or_sugar_cookie_with_fruit_and_or_nuts	Cookie, butter or sugar cookie, with fruit and/or nuts	0	53241600.0
53242000	COOKIE, SUGAR WAFER	Cookie_sugar_wafer	Cookie, sugar wafer	0	53242000.0
53242250	COOKIE, TEETHING, BABY FOOD	Cookie_teething_baby_food	Cookie, teething, baby food	0	53242250.0
53242500	COOKIE, TOFFEE BAR	Cookie_toffee_bar	Cookie, toffee bar	0	53242500.0
53243000	COOKIE, VANILLA SANDWICH	Cookie_vanilla_sandwich	Cookie, vanilla sandwich	0	53243000.0
53243050	COOKIE, VANILLA SANDWICH, REDUCED FAT	Cookie_vanilla_sandwich_reduced_fat	Cookie, vanilla sandwich, reduced fat	0	53243050.0
53243100	COOKIE, RICH, ALL CHOCOLATE, W/ CHOC FILLING OR CHOC CHIPS	Cookie_rich_all_chocolate_with_chocolate_filling_or_chocolate_chips	Cookie, rich, all chocolate, with chocolate filling or chocolate chips	0	53243100.0
53244010	COOKIE, BUTTER/SUGAR, W/ CHOCOLATE ICING / FILLING	Cookie_butter_or_sugar_with_chocolate_icing_or_filling	Cookie, butter or sugar, with chocolate icing or filling	0	53244010.0
53244020	COOKIE, BUTTER/SUGAR, W/ ICING/FILLING OTHER THAN CHOC	Cookie_butter_or_sugar_with_icing_or_filling_other_than_chocolate	Cookie, butter or sugar, with icing or filling other than chocolate	0	53244020.0
53245000	COOKIE, VANILLA WAFFLE CREME	Cookie_vanilla_waffle_creme	Cookie, vanilla waffle creme	0	53245000.0
53246000	COOKIE, TEA, JAPANESE	Cookie_tea_Japanese	Cookie, tea, Japanese	0	53246000.0
53247000	COOKIE, VANILLA WAFER, NS AS TO TYPE	Cookie_vanilla_wafer	Cookie, vanilla wafer	0	53247000.0
53247050	COOKIE, VANILLA WAFER, REDUCED FAT	Cookie_vanilla_wafer_reduced_fat	Cookie, vanilla wafer, reduced fat	0	53247050.0
53247500	COOKIE, VANILLA W/ CARAMEL, COCONUT, CHOC COATING	Cookie_vanilla_with_caramel_coconut_and_chocolate_coating	Cookie, vanilla with caramel, coconut, and chocolate coating	0	53247500.0
53248000	COOKIE, WHOLE WHEAT, DRIED FRUIT  NUTS	Cookie_whole_wheat_dried_fruit_nut	Cookie, whole wheat, dried fruit, nut	0	53248000.0
53251100	COOKIE, RUGELACH	Cookie_rugelach	Cookie, rugelach	0	53251100.0
53260030	COOKIE, DIETETIC, CHOCOLATE CHIP	Cookie_dietetic_chocolate_chip	Cookie, dietetic, chocolate chip	0	53260030.0
53260150	COOKIE, LEMON WAFER, LOWFAT	Cookie_lemon_wafer_lowfat	Cookie, lemon wafer, lowfat	0	53260150.0
53260200	COOKIE, DIETETIC, OATMEAL W/ RAISINS	Cookie_dietetic_oatmeal_with_raisins	Cookie, dietetic, oatmeal with raisins	0	53260200.0
53260300	COOKIE, DIETETIC, SANDWICH TYPE	Cookie_dietetic_sandwich_type	Cookie, dietetic, sandwich type	0	53260300.0
53260400	COOKIE, DIETETIC, SUGAR OR PLAIN	Cookie_dietetic_sugar_or_plain	Cookie, dietetic, sugar or plain	0	53260400.0
53270100	COOKIE, P.R. (MANTECADITOS POLVORONES)	Cookies_Puerto_Rican_Mantecaditos_polvorones_	Cookies, Puerto Rican (Mantecaditos polvorones)	0	53270100.0
53300100	PIE, NFS	Pie_NFS	Pie, NFS	0	53300100.0
53300170	PIE, INDIVIDUAL SIZE OR TART, NFS	Pie_individual_size_or_tart_NFS	Pie, individual size or tart, NFS	0	53300170.0
53300180	PIE, FRIED, NFS	Pie_fried_NFS	Pie, fried, NFS	0	53300180.0
53301000	PIE, APPLE, TWO CRUST	Pie_apple_two_crust	Pie, apple, two crust	0	53301000.0
53301070	PIE, APPLE, INDIVIDUAL SIZE OR TART	Pie_apple_individual_size_or_tart	Pie, apple, individual size or tart	0	53301070.0
53301080	PIE, APPLE, FRIED (INCLUDE MCDONALDS)	Pie_apple_fried_pie	Pie, apple, fried pie	0	53301080.0
53301500	PIE, APPLE, ONE CRUST (INCL W/ CRUMB TOPPING)	Pie_apple_one_crust	Pie, apple, one crust	0	53301500.0
53301750	PIE, APPLE, DIET	Pie_apple_diet	Pie, apple, diet	0	53301750.0
53302000	PIE, APRICOT, TWO CRUST	Pie_apricot_two_crust	Pie, apricot, two crust	0	53302000.0
53302070	PIE, APRICOT, INDIVIDUAL SIZE OR TART	Pie_apricot_individual_size_or_tart	Pie, apricot, individual size or tart	0	53302070.0
53302080	PIE, APRICOT, FRIED	Pie_apricot_fried_pie	Pie, apricot, fried pie	0	53302080.0
53303000	PIE, BLACKBERRY, TWO CRUST	Pie_blackberry_two_crust	Pie, blackberry, two crust	0	53303000.0
53303070	PIE, BLACKBERRY, INDIVIDUAL SIZE OR TART	Pie_blackberry_individual_size_or_tart	Pie, blackberry, individual size or tart	0	53303070.0
53303500	PIE, BERRY NOT BLACK,BLUE,BOYSEN,RASP....,TWO CRUST	Pie_berry_not_blackberry_blueberry_boysenberry_huckleberry_raspberry_or_strawberry_two_crust	Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust	0	53303500.0
53303510	PIE, BERRY, ONE CRUST	Pie_berry_not_blackberry_blueberry_boysenberry_huckleberry_raspberry_or_strawberry_one_crust	Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust	0	53303510.0
53303570	PIE, BERRY, INDIVIDUAL SIZE OR TART	Pie_berry_not_blackberry_blueberry_boysenberry_huckleberry_raspberry_or_strawberry_individual_size_or_tart	Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart	0	53303570.0
53304000	PIE, BLUEBERRY, TWO CRUST	Pie_blueberry_two_crust	Pie, blueberry, two crust	0	53304000.0
53304050	PIE, BLUEBERRY, ONE CRUST	Pie_blueberry_one_crust	Pie, blueberry, one crust	0	53304050.0
53304070	PIE, BLUEBERRY, INDIVIDUAL SIZE OR TART	Pie_blueberry_individual_size_or_tart	Pie, blueberry, individual size or tart	0	53304070.0
53305000	PIE, CHERRY, TWO CRUST	Pie_cherry_two_crust	Pie, cherry, two crust	0	53305000.0
53305010	PIE, CHERRY, ONE CRUST	Pie_cherry_one_crust	Pie, cherry, one crust	0	53305010.0
53305070	PIE, CHERRY, INDIVIDUAL SIZE OR TART	Pie_cherry_individual_size_or_tart	Pie, cherry, individual size or tart	0	53305070.0
53305080	PIE, CHERRY, FRIED (INCLUDE MCDONALDS)	Pie_cherry_fried_pie	Pie, cherry, fried pie	0	53305080.0
53305700	PIE, LEMON (NOT CREAM OR MERINGUE)	Pie_lemon_not_cream_or_meringue_	Pie, lemon (not cream or meringue)	0	53305700.0
53305720	PIE, LEMON (NOT CREAM OR MERINGUE), INDIVIDUAL SIZE	Pie_lemon_not_cream_or_meringue_individual_size_or_tart	Pie, lemon (not cream or meringue), individual size or tart	0	53305720.0
53305750	PIE, LEMON, FRIED	Pie_lemon_fried_pie	Pie, lemon, fried pie	0	53305750.0
53306000	PIE, MINCE, TWO CRUST	Pie_mince_two_crust	Pie, mince, two crust	0	53306000.0
53306070	PIE, MINCE, INDIVIDUAL SIZE OR TART	Pie_mince_individual_size_or_tart	Pie, mince, individual size or tart	0	53306070.0
53307000	PIE, PEACH, TWO CRUST	Pie_peach_two_crust	Pie, peach, two crust	0	53307000.0
53307050	PIE, PEACH, ONE-CRUST	Pie_peach_one_crust	Pie, peach, one crust	0	53307050.0
53307070	PIE, PEACH, INDIVIDUAL SIZE OR TART	Pie_peach_individual_size_or_tart	Pie, peach, individual size or tart	0	53307070.0
53307080	PIE, PEACH, FRIED	Pie_peach_fried_pie	Pie, peach, fried pie	0	53307080.0
53307500	PIE, PEAR, TWO CRUST	Pie_pear_two_crust	Pie, pear, two crust	0	53307500.0
53307570	PIE, PEAR, INDIVIDUAL SIZE OR TART	Pie_pear_individual_size_or_tart	Pie, pear, individual size or tart	0	53307570.0
53308000	PIE, PINEAPPLE, TWO CRUST	Pie_pineapple_two_crust	Pie, pineapple, two crust	0	53308000.0
53308070	PIE, PINEAPPLE, INDIVIDUAL SIZE OR TART	Pie_pineapple_individual_size_or_tart	Pie, pineapple, individual size or tart	0	53308070.0
53308300	PIE, PLUM, TWO CRUST	Pie_plum_two_crust	Pie, plum, two crust	0	53308300.0
53308500	PIE, PRUNE, ONE CRUST	Pie_prune_one_crust	Pie, prune, one crust	0	53308500.0
53309000	PIE, RAISIN, TWO CRUST	Pie_raisin_two_crust	Pie, raisin, two crust	0	53309000.0
53309070	PIE, RAISIN, INDIVIDUAL SIZE OR TART	Pie_raisin_individual_size_or_tart	Pie, raisin, individual size or tart	0	53309070.0
53310000	PIE, RASPBERRY, ONE CRUST	Pie_raspberry_one_crust	Pie, raspberry, one crust	0	53310000.0
53310050	PIE, RASPBERRY, TWO CRUST	Pie_raspberry_two_crust	Pie, raspberry, two crust	0	53310050.0
53311000	PIE, RHUBARB, TWO CRUST	Pie_rhubarb_two_crust	Pie, rhubarb, two crust	0	53311000.0
53311050	PIE, RHUBARB, ONE CRUST	Pie_rhubarb_one_crust	Pie, rhubarb, one crust	0	53311050.0
53311070	PIE, RHUBARB, INDIVIDUAL SIZE OR TART	Pie_rhubarb_individual_size_or_tart	Pie, rhubarb, individual size or tart	0	53311070.0
53312000	PIE, STRAWBERRY, ONE CRUST	Pie_strawberry_one_crust	Pie, strawberry, one crust	0	53312000.0
53313000	PIE, STRAWBERRY-RHUBARB, TWO CRUST	Pie_strawberry_rhubarb_two_crust	Pie, strawberry-rhubarb, two crust	0	53313000.0
53314000	PIE, STRAWBERRY, INDIVIDUAL SIZE OR TART	Pie_strawberry_individual_size_or_tart	Pie, strawberry, individual size or tart	0	53314000.0
53340000	PIE, APPLE-SOUR CREAM	Pie_apple_sour_cream	Pie, apple-sour cream	0	53340000.0
53340500	PIE, CHERRY, W/ CREAM CHEESE  SOUR CREAM	Pie_cherry_made_with_cream_cheese_and_sour_cream	Pie, cherry, made with cream cheese and sour cream	0	53340500.0
53341000	PIE, BANANA CREAM	Pie_banana_cream	Pie, banana cream	0	53341000.0
53341070	PIE, BANANA CREAM, INDIVIDUAL SIZE OR TART	Pie_banana_cream_individual_size_or_tart	Pie, banana cream, individual size or tart	0	53341070.0
53341500	PIE, BUTTERMILK	Pie_buttermilk	Pie, buttermilk	0	53341500.0
53341750	PIE, CHESS (INCL LEMON CHESS PIE)	Pie_chess	Pie, chess	0	53341750.0
53342000	PIE, CHOCOLATE CREAM	Pie_chocolate_cream	Pie, chocolate cream	0	53342000.0
53342070	PIE, CHOCOLATE CREAM, INDIVIDUAL SIZE OR TART	Pie_chocolate_cream_individual_size_or_tart	Pie, chocolate cream, individual size or tart	0	53342070.0
53343000	PIE, COCONUT CREAM	Pie_coconut_cream	Pie, coconut cream	0	53343000.0
53343070	PIE, COCONUT CREAM, INDIVIDUAL SIZE OR TART	Pie_coconut_cream_individual_size_or_tart	Pie, coconut cream, individual size or tart	0	53343070.0
53344000	PIE, CUSTARD	Pie_custard	Pie, custard	0	53344000.0
53344070	PIE, CUSTARD, INDIVIDUAL SIZE OR TART	Pie_custard_individual_size_or_tart	Pie, custard, individual size or tart	0	53344070.0
53344200	MIXED FRUIT TART FILLED WITH CUSTARD OR CREAM CHEESE	Mixed_fruit_tart_filled_with_custard_or_cream_cheese	Mixed fruit tart filled with custard or cream cheese	0	53344200.0
53345000	PIE, LEMON CREAM	Pie_lemon_cream	Pie, lemon cream	0	53345000.0
53345070	PIE, LEMON CREAM, INDIVIDUAL SIZE OR TART	Pie_lemon_cream_individual_size_or_tart	Pie, lemon cream, individual size or tart	0	53345070.0
53346000	PIE, PEANUT BUTTER CREAM	Pie_peanut_butter_cream	Pie, peanut butter cream	0	53346000.0
53346500	PIE, PINEAPPLE CREAM	Pie_pineapple_cream	Pie, pineapple cream	0	53346500.0
53347000	PIE, PUMPKIN	Pie_pumpkin	Pie, pumpkin	0	53347000.0
53347070	PIE, PUMPKIN, INDIVIDUAL SIZE OR TART	Pie_pumpkin_individual_size_or_tart	Pie, pumpkin, individual size or tart	0	53347070.0
53347100	PIE, RASPBERRY CREAM	Pie_raspberry_cream	Pie, raspberry cream	0	53347100.0
53347500	PIE, SOUR CREAM, RAISIN	Pie_sour_cream_raisin	Pie, sour cream, raisin	0	53347500.0
53347600	PIE, SQUASH	Pie_squash	Pie, squash	0	53347600.0
53348000	PIE, STRAWBERRY CREAM	Pie_strawberry_cream	Pie, strawberry cream	0	53348000.0
53348070	PIE, STRAWBERRY CREAM, INDIVIDUAL SIZE OR TART	Pie_strawberry_cream_individual_size_or_tart	Pie, strawberry cream, individual size or tart	0	53348070.0
53360000	PIE, SWEETPOTATO	Pie_sweetpotato	Pie, sweetpotato	0	53360000.0
53365000	PIE, VANILLA CREAM	Pie_vanilla_cream	Pie, vanilla cream	0	53365000.0
53366000	PIE, YOGURT, FROZEN	Pie_yogurt_frozen	Pie, yogurt, frozen	0	53366000.0
53370000	PIE, CHIFFON, NOT CHOCOLATE	Pie_chiffon_not_chocolate	Pie, chiffon, not chocolate	0	53370000.0
53371000	PIE, CHIFFON, CHOCOLATE	Pie_chiffon_chocolate	Pie, chiffon, chocolate	0	53371000.0
53371100	PIE, CHIFFON, W/ LIQUEUR	Pie_chiffon_with_liqueur	Pie, chiffon, with liqueur	0	53371100.0
53373000	PIE, BLACK BOTTOM	Pie_black_bottom	Pie, black bottom	0	53373000.0
53381000	PIE, LEMON MERINGUE	Pie_lemon_meringue	Pie, lemon meringue	0	53381000.0
53381070	PIE, LEMON MERINGUE, INDIVIDUAL SIZE OR TART	Pie_lemon_meringue_individual_size_or_tart	Pie, lemon meringue, individual size or tart	0	53381070.0
53382000	PIE, CHOCOLATE-MARSHMALLOW	Pie_chocolate_marshmallow	Pie, chocolate-marshmallow	0	53382000.0
53385000	PIE, PECAN	Pie_pecan	Pie, pecan	0	53385000.0
53385070	PIE, PECAN, INDIVIDUAL SIZE	Pie_pecan_individual_size_or_tart	Pie, pecan, individual size or tart	0	53385070.0
53385500	PIE, OATMEAL	Pie_oatmeal	Pie, oatmeal	0	53385500.0
53386000	PIE, PUDDING, NOT CHOCOLATE	Pie_pudding_flavors_other_than_chocolate	Pie, pudding, flavors other than chocolate	0	53386000.0
53386050	PIE, PUDDING, NOT CHOC, INDIVIDUAL SIZE	Pie_pudding_flavors_other_than_chocolate_individual_size_or_tart	Pie, pudding, flavors other than chocolate, individual size or tart	0	53386050.0
53386250	PIE, PUDDING, CHOC, W/ CHOC COATING, INDIVID SIZE	Pie_pudding_chocolate_with_chocolate_coating_individual_size	Pie, pudding, chocolate, with chocolate coating, individual size	0	53386250.0
53386500	PIE, PUDDING, NOT CHOC, CHOC-COATED, INDIVID SIZE	Pie_pudding_flavors_other_than_chocolate_with_chocolate_coating_individual_size	Pie, pudding, flavors other than chocolate, with chocolate coating, individual size	0	53386500.0
53387000	PIE, TOLL HOUSE CHOCOLATE CHIP	Pie_Toll_house_chocolate_chip	Pie, Toll house chocolate chip	0	53387000.0
53390000	PIE, SHOO-FLY	Pie_shoo_fly	Pie, shoo-fly	0	53390000.0
53390100	PIE, TOFU W/ FRUIT	Pie_tofu_with_fruit	Pie, tofu with fruit	0	53390100.0
53391000	PIE SHELL	Pie_shell	Pie shell	0	53391000.0
53391100	PIE SHELL, GRAHAM CRACKER	Pie_shell_graham_cracker	Pie shell, graham cracker	0	53391100.0
53391150	PIE SHELL, CHOCOLATE WAFER	Pie_shell_chocolate_wafer	Pie shell, chocolate wafer	0	53391150.0
53391200	VANILLA WAFER DESSERT BASE	Vanilla_wafer_dessert_base	Vanilla wafer dessert base	0	53391200.0
53400200	BLINTZ, CHEESE-FILLED	Blintz_cheese_filled	Blintz, cheese-filled	0	53400200.0
53400300	BLINTZ, FRUIT-FILLED	Blintz_fruit_filled	Blintz, fruit-filled	0	53400300.0
53410100	COBBLER, APPLE (INCLUDE FRUIT COBBLER)	Cobbler_apple	Cobbler, apple	0	53410100.0
53410200	COBBLER, APRICOT	Cobbler_apricot	Cobbler, apricot	0	53410200.0
53410300	COBBLER, BERRY	Cobbler_berry	Cobbler, berry	0	53410300.0
53410500	COBBLER, CHERRY	Cobbler_cherry	Cobbler, cherry	0	53410500.0
53410800	COBBLER, PEACH	Cobbler_peach	Cobbler, peach	0	53410800.0
53410850	COBBLER, PEAR	Cobbler_pear	Cobbler, pear	0	53410850.0
53410860	COBBLER, PINEAPPLE	Cobbler_pineapple	Cobbler, pineapple	0	53410860.0
53410880	COBBLER, PLUM	Cobbler_plum	Cobbler, plum	0	53410880.0
53410900	COBBLER, RHUBARB	Cobbler_rhubarb	Cobbler, rhubarb	0	53410900.0
53415100	CRISP, APPLE, APPLE DESSERT	Crisp_apple_apple_dessert	Crisp, apple, apple dessert	0	53415100.0
53415120	FRITTER, APPLE	Fritter_apple	Fritter, apple	0	53415120.0
53415200	FRITTER, BANANA	Fritter_banana	Fritter, banana	0	53415200.0
53415220	FRITTER, BERRY	Fritter_berry	Fritter, berry	0	53415220.0
53415300	CRISP, BLUEBERRY	Crisp_blueberry	Crisp, blueberry	0	53415300.0
53415400	CRISP, CHERRY	Crisp_cherry	Crisp, cherry	0	53415400.0
53415500	CRISP, PEACH	Crisp_peach	Crisp, peach	0	53415500.0
53415600	CRISP, RHUBARB	Crisp_rhubarb	Crisp, rhubarb	0	53415600.0
53420000	CREAM PUFF/ECLAIR, CUSTARD/CREAM-FILLED, NS ICING	Cream_puff_eclair_custard_or_cream_filled_NS_as_to_icing	Cream puff, eclair, custard or cream filled, NS as to icing	0	53420000.0
53420100	CREAM PUFF/ECLAIR, CUSTARD/CREAM-FILLED, NOT ICED	Cream_puff_eclair_custard_or_cream_filled_not_iced	Cream puff, eclair, custard or cream filled, not iced	0	53420100.0
53420200	CREAM PUFF/ECLAIR, CUSTARD/CREAM-FILLED, ICED	Cream_puff_eclair_custard_or_cream_filled_iced	Cream puff, eclair, custard or cream filled, iced	0	53420200.0
53420210	CREAM PUFF/ECLAIR, CUSTARD/CREAM-FILLED, ICED, REDUCED FAT	Cream_puff_eclair_custard_or_cream_filled_iced_reduced_fat	Cream puff, eclair, custard or cream filled, iced, reduced fat	0	53420210.0
53420250	CREAM PUFFS, NO FILLING OR ICING	Cream_puff_no_filling_or_icing	Cream puff, no filling or icing	0	53420250.0
53420300	AIR-FILLED FRITTER, W/O SYRUP, PUERTO RICAN STYLE	Air_filled_fritter_or_fried_puff_without_syrup_Puerto_Rican_style_Bunuelos_de_viento_	Air filled fritter or fried puff, without syrup, Puerto Rican style (Bunuelos de viento)	0	53420300.0
53420310	WHEAT FLOUR FRITTER, W/O SYRUP	Wheat_flour_fritter_without_syrup	Wheat flour fritter, without syrup	0	53420310.0
53420400	SOPAIPILLA W/O SYRUP OR HONEY	Sopaipilla_without_syrup_or_honey	Sopaipilla, without syrup or honey	0	53420400.0
53420410	SOPAIPILLA W/ SYRUP OR HONEY	Sopaipilla_with_syrup_or_honey	Sopaipilla with syrup or honey	0	53420410.0
53430000	CREPE, DESSERT TYPE, NS AS TO FILLING	Crepe_dessert_type_NS_as_to_filling	Crepe, dessert type, NS as to filling	0	53430000.0
53430100	CREPE, DESSERT TYPE, CHOCOLATE-FILLED	Crepe_dessert_type_chocolate_filled	Crepe, dessert type, chocolate-filled	0	53430100.0
53430200	CREPE, DESSERT TYPE, FRUIT-FILLED	Crepe_dessert_type_fruit_filled	Crepe, dessert type, fruit-filled	0	53430200.0
53430250	CREPE SUZETTE	Crepe_suzette	Crepe suzette	0	53430250.0
53430300	CREPE, DESSERT TYPE, ICE CREAM-FILLED	Crepe_dessert_type_ice_cream_filled	Crepe, dessert type, ice cream-filled	0	53430300.0
53430700	TAMALE, SWEET	Tamale_sweet	Tamale, sweet	0	53430700.0
53430750	TAMALE, SWEET, W/ FRUIT	Tamale_sweet_with_fruit	Tamale, sweet, with fruit	0	53430750.0
53440000	STRUDEL, APPLE (INCLUDE STRUDEL, NFS)	Strudel_apple	Strudel, apple	0	53440000.0
53440300	STRUDEL, BERRY	Strudel_berry	Strudel, berry	0	53440300.0
53440500	STRUDEL, CHERRY	Strudel_cherry	Strudel, cherry	0	53440500.0
53440600	STRUDEL, CHEESE	Strudel_cheese	Strudel, cheese	0	53440600.0
53440700	STRUDEL, PEACH	Strudel_peach	Strudel, peach	0	53440700.0
53440750	STRUDEL, PINEAPPLE	Strudel_pineapple	Strudel, pineapple	0	53440750.0
53440800	STRUDEL, CHEESE  FRUIT	Strudel_cheese_and_fruit	Strudel, cheese and fruit	0	53440800.0
53441110	BAKLAVA (INCLUDE KADAYIF)	Baklava	Baklava	0	53441110.0
53441210	BASBOUSA (SEMOLINA DESSERT DISH)	Basbousa_semolina_dessert_dish_	Basbousa (semolina dessert dish)	0	53441210.0
53450000	TURNOVER OR DUMPLING, APPLE	Turnover_or_dumpling_apple	Turnover or dumpling, apple	0	53450000.0
53450300	TURNOVER OR DUMPLING, BERRY	Turnover_or_dumpling_berry	Turnover or dumpling, berry	0	53450300.0
53450500	TURNOVER OR DUMPLING, CHERRY	Turnover_or_dumpling_cherry	Turnover or dumpling, cherry	0	53450500.0
53450800	TURNOVER OR DUMPLING, LEMON	Turnover_or_dumpling_lemon	Turnover or dumpling, lemon	0	53450800.0
53451000	TURNOVER OR DUMPLING, PEACH	Turnover_or_dumpling_peach	Turnover or dumpling, peach	0	53451000.0
53451500	TURNOVER, GUAVA	Turnover_guava	Turnover, guava	0	53451500.0
53451750	TURNOVER, PUMPKIN	Turnover_pumpkin	Turnover, pumpkin	0	53451750.0
53452100	PASTRY, FRUIT-FILLED	Pastry_fruit_filled	Pastry, fruit-filled	0	53452100.0
53452120	PASTRY,ORIENTAL,MADE W/ BEAN OR LOTUS SEED PASTE	Pastry_Oriental_made_with_bean_or_lotus_seed_paste_filling_baked_	Pastry, Oriental, made with bean or lotus seed paste filling (baked)	0	53452120.0
53452130	PASTRY,ORIENTAL,W/BEAN PASTESALTED EGG YOLK(BAKED)	Pastry_Oriental_made_with_bean_paste_and_salted_egg_yolk_filling_baked_	Pastry, Oriental, made with bean paste and salted egg yolk filling (baked)	0	53452130.0
53452150	PASTRY, CHINESE (INCLUDE 9-LAYER PUDDING)	Pastry_Chinese_made_with_rice_flour	Pastry, Chinese, made with rice flour	0	53452150.0
53452170	PASTRY, COOKIE TYPE, FRIED(INCL POLISH PACZKI)	Pastry_cookie_type_fried	Pastry, cookie type, fried	0	53452170.0
53452200	PASTRY, ITALIAN, W/ CHEESE (INCLUDE CANNOLI)	Pastry_Italian_with_cheese	Pastry, Italian, with cheese	0	53452200.0
53452400	PASTRY, PUFF	Pastry_puff	Pastry, puff	0	53452400.0
53452420	PASTRY, PUFF, CUSTARD/CREAM FILLED, ICED/NOT ICED	Pastry_puff_custard_or_cream_filled_iced_or_not_iced	Pastry, puff, custard or cream filled, iced or not iced	0	53452420.0
53452450	CHEESE PASTRY PUFF	Cheese_pastry_puffs	Cheese pastry puffs	0	53452450.0
53452500	PASTRY, MAINLY  FLOUR  WATER, FRIED	Pastry_mainly_flour_and_water_fried	Pastry, mainly flour and water, fried	0	53452500.0
53453150	EMPANADA, MEXICAN TURNOVER, FRUIT-FILLED	Empanada_Mexican_turnover_fruit_filled	Empanada, Mexican turnover, fruit-filled	0	53453150.0
53453170	EMPANADA, MEXICAN TURNOVER, PUMPKIN	Empanada_Mexican_turnover_pumpkin	Empanada,  Mexican turnover, pumpkin	0	53453170.0
53500100	BREAKFAST PASTRY, NFS	Breakfast_pastry_NFS	Breakfast pastry, NFS	0	53500100.0
53510000	DANISH PASTRY, PLAIN/SPICE (INCL W/ ICING)	Danish_pastry_plain_or_spice	Danish pastry, plain or spice	0	53510000.0
53510100	DANISH PASTRY, W/ FRUIT	Danish_pastry_with_fruit	Danish pastry, with fruit	0	53510100.0
53510200	DANISH PASTRY, W/ NUTS	Danish_pastry_with_nuts	Danish pastry, with nuts	0	53510200.0
53511000	DANISH PASTRY, W/ CHEESE	Danish_pastry_with_cheese	Danish pastry, with cheese	0	53511000.0
53511500	DANISH PASTRY, W/ CHEESE, FAT FREE, NO CHOL	Danish_pastry_with_cheese_fat_free_cholesterol_free	Danish pastry, with cheese, fat free, cholesterol free	0	53511500.0
53520000	DOUGHNUT, NS AS TO CAKE OR YEAST	Doughnut_NS_as_to_cake_or_yeast	Doughnut, NS as to cake or yeast	0	53520000.0
53520110	DOUGHNUT, CAKE TYPE	Doughnut_cake_type	Doughnut, cake type	0	53520110.0
53520120	DOUGHNUT, CHOCOLATE, CAKE TYPE	Doughnut_chocolate_cake_type	Doughnut, chocolate, cake type	0	53520120.0
53520140	DOUGHNUT, CAKE TYPE, CHOCOLATE COVERED	Doughnut_cake_type_chocolate_covered	Doughnut, cake type, chocolate covered	0	53520140.0
53520150	DOUGHNUT, CAKE TYPE, CHOCOLATE COVERED, W/ PEANUTS	Doughnut_cake_type_chocolate_covered_dipped_in_peanuts	Doughnut, cake type, chocolate covered, dipped in peanuts	0	53520150.0
53520160	DOUGHNUT, CHOCOLATE, CAKE TYPE, WITH CHOCOLATE ICING	Doughnut_chocolate_cake_type_with_chocolate_icing	Doughnut, chocolate, cake type, with chocolate icing	0	53520160.0
53520200	CHURROS (INCL MEXICAN CRUELLERS)	Churros	Churros	0	53520200.0
53520500	DOUGHNUT, ORIENTAL	Doughnut_oriental	Doughnut, oriental	0	53520500.0
53520600	CRULLER, NFS	Cruller_NFS	Cruller, NFS	0	53520600.0
53520700	FRENCH CRULLER	French_cruller	French cruller	0	53520700.0
53521100	DOUGHNUT, CHOCOLATE, RAISED OR YEAST, WITH CHOCOLATE ICING	Doughnut_chocolate_raised_or_yeast_with_chocolate_icing	Doughnut, chocolate, raised or yeast, with chocolate icing	0	53521100.0
53521110	DOUGHNUT, RAISED / YEAST	Doughnut_raised_or_yeast	Doughnut, raised or yeast	0	53521110.0
53521120	DOUGHNUT, CHOCOLATE, RAISED OR YEAST	Doughnut_chocolate_raised_or_yeast	Doughnut, chocolate, raised or yeast	0	53521120.0
53521130	DOUGHNUT, RAISED OR YEAST, CHOCOLATE COVERED	Doughnut_raised_or_yeast_chocolate_covered	Doughnut, raised or yeast, chocolate covered	0	53521130.0
