Food.code	Main.food.description	Old.Main.food.description	FoodID
24127130	Chicken_breast_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken_breast_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	24127130.
24127135	Chicken_breast_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten	Chicken_breast_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten	24127135.
24127140	Chicken_breast_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_added_in_cooking	Chicken_breast_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_added_in_cooking	24127140.
24127141	Chicken_breast_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_not_added_in_cooking	Chicken_breast_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_not_added_in_cooking	24127141.
24127150	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_NS_as_to_type_of_fat_added_in_cooking	24127150.
24127151	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_shortening	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_shortening	24127151.
24127152	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_butter	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_butter	24127152.
24127153	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_oil	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_oil	24127153.
24127154	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_cooking_spray	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_cooking_spray	24127154.
24127155	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_made_without_fat	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten_made_without_fat	24127155.
24127160	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_NS_as_to_type_of_fat_added_in_cooking	24127160.
24127161	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_shortening	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_shortening	24127161.
24127162	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_butter	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_butter	24127162.
24127163	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_oil	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_oil	24127163.
24127164	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_cooking_spray	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_cooking_spray	24127164.
24127165	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_without_fat	Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_without_fat	24127165.
24130200	Chicken_leg_drumstick_and_thigh_NS_as_to_cooking_method_NS_as_to_skin_eaten	Chicken_leg_drumstick_and_thigh_NS_as_to_cooking_method_NS_as_to_skin_eaten	24130200.
24130210	Chicken_leg_drumstick_and_thigh_NS_as_to_cooking_method_skin_eaten	Chicken_leg_drumstick_and_thigh_NS_as_to_cooking_method_skin_eaten	24130210.
24130220	Chicken_leg_drumstick_and_thigh_NS_as_to_cooking_method_skin_not_eaten	Chicken_leg_drumstick_and_thigh_NS_as_to_cooking_method_skin_not_eaten	24130220.
24132200	Chicken_leg_drumstick_and_thigh_roasted_broiled_or_baked_NS_as_to_skin_eaten	Chicken_leg_drumstick_and_thigh_roasted_broiled_or_baked_NS_as_to_skin_eaten	24132200.
24132210	Chicken_leg_drumstick_and_thigh_roasted_broiled_or_baked_skin_eaten	Chicken_leg_drumstick_and_thigh_roasted_broiled_or_baked_skin_eaten	24132210.
24132220	Chicken_leg_drumstick_and_thigh_roasted_broiled_or_baked_skin_not_eaten	Chicken_leg_drumstick_and_thigh_roasted_broiled_or_baked_skin_not_eaten	24132220.
24133200	Chicken_leg_drumstick_and_thigh_stewed_NS_as_to_skin_eaten	Chicken_leg_drumstick_and_thigh_stewed_NS_as_to_skin_eaten	24133200.
24133210	Chicken_leg_drumstick_and_thigh_stewed_skin_eaten	Chicken_leg_drumstick_and_thigh_stewed_skin_eaten	24133210.
24133220	Chicken_leg_drumstick_and_thigh_stewed_skin_not_eaten	Chicken_leg_drumstick_and_thigh_stewed_skin_not_eaten	24133220.
24134200	Chicken_leg_drumstick_and_thigh_fried_no_coating_NS_as_to_skin_eaten_fat_added_in_cooking	Chicken_leg_drumstick_and_thigh_fried_no_coating_NS_as_to_skin_eaten_fat_added_in_cooking	24134200.
24134201	Chicken_leg_drumstick_and_thigh_fried_no_coating_NS_as_to_skin_eaten_fat_not_added_in_cooking	Chicken_leg_drumstick_and_thigh_fried_no_coating_NS_as_to_skin_eaten_fat_not_added_in_cooking	24134201.
24134210	Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_eaten_fat_added_in_cooking	Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_eaten_fat_added_in_cooking	24134210.
24134211	Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_eaten_fat_not_added_in_cooking	Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_eaten_fat_not_added_in_cooking	24134211.
24134220	Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_not_eaten_fat_added_in_cooking	Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_not_eaten_fat_added_in_cooking	24134220.
24134221	Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_not_eaten_fat_not_added_in_cooking	Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_not_eaten_fat_not_added_in_cooking	24134221.
24137200	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_added_in_cooking	24137200.
24137201	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_not_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_not_added_in_cooking	24137201.
24137210	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_fat_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_fat_added_in_cooking	24137210.
24137211	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_fat_not_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_fat_not_added_in_cooking	24137211.
24137220	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_fat_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_fat_added_in_cooking	24137220.
24137221	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_fat_not_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_fat_not_added_in_cooking	24137221.
24137240	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_added_in_cooking	24137240.
24137241	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_not_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_not_added_in_cooking	24137241.
24137250	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_fat_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_fat_added_in_cooking	24137250.
24137251	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_fat_not_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_fat_not_added_in_cooking	24137251.
24137260	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_coating_not_eaten_fat_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_coating_not_eaten_fat_added_in_cooking	24137260.
24137261	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_coating_not_eaten_fat_not_added_in_cooking	Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_skinless_coating_not_eaten_fat_not_added_in_cooking	24137261.
24140200	Chicken_drumstick_NS_as_to_cooking_method_NS_as_to_skin_eaten	Chicken_drumstick_NS_as_to_cooking_method_NS_as_to_skin_eaten	24140200.
24140210	Chicken_drumstick_NS_as_to_cooking_method_skin_eaten	Chicken_drumstick_NS_as_to_cooking_method_skin_eaten	24140210.
24140220	Chicken_drumstick_NS_as_to_cooking_method_skin_not_eaten	Chicken_drumstick_NS_as_to_cooking_method_skin_not_eaten	24140220.
24142200	Chicken_drumstick_roasted_broiled_or_baked_NS_as_to_skin_eaten	Chicken_drumstick_roasted_broiled_or_baked_NS_as_to_skin_eaten	24142200.
24142210	Chicken_drumstick_roasted_broiled_or_baked_skin_eaten	Chicken_drumstick_roasted_broiled_or_baked_skin_eaten	24142210.
24142220	Chicken_drumstick_roasted_broiled_or_baked_skin_not_eaten	Chicken_drumstick_roasted_broiled_or_baked_skin_not_eaten	24142220.
24143200	Chicken_drumstick_stewed_NS_as_to_skin_eaten	Chicken_drumstick_stewed_NS_as_to_skin_eaten	24143200.
24143210	Chicken_drumstick_stewed_skin_eaten	Chicken_drumstick_stewed_skin_eaten	24143210.
24143220	Chicken_drumstick_stewed_skin_not_eaten	Chicken_drumstick_stewed_skin_not_eaten	24143220.
24144200	Chicken_drumstick_fried_no_coating_NS_as_to_skin_eaten_fat_added_in_cooking	Chicken_drumstick_fried_no_coating_NS_as_to_skin_eaten_fat_added_in_cooking	24144200.
24144201	Chicken_drumstick_fried_no_coating_NS_as_to_skin_eaten_fat_not_added_in_cooking	Chicken_drumstick_fried_no_coating_NS_as_to_skin_eaten_fat_not_added_in_cooking	24144201.
24144210	Chicken_drumstick_fried_no_coating_skin_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_drumstick_fried_no_coating_skin_eaten_NS_as_to_type_of_fat_added_in_cooking	24144210.
24144211	Chicken_drumstick_fried_no_coating_skin_eaten_made_with_shortening	Chicken_drumstick_fried_no_coating_skin_eaten_made_with_shortening	24144211.
24144212	Chicken_drumstick_fried_no_coating_skin_eaten_made_with_butter	Chicken_drumstick_fried_no_coating_skin_eaten_made_with_butter	24144212.
24144213	Chicken_drumstick_fried_no_coating_skin_eaten_made_with_oil	Chicken_drumstick_fried_no_coating_skin_eaten_made_with_oil	24144213.
24144214	Chicken_drumstick_fried_no_coating_skin_eaten_made_with_cooking_spray	Chicken_drumstick_fried_no_coating_skin_eaten_made_with_cooking_spray	24144214.
24144215	Chicken_drumstick_fried_no_coating_skin_eaten_made_without_fat	Chicken_drumstick_fried_no_coating_skin_eaten_made_without_fat	24144215.
24144220	Chicken_drumstick_fried_no_coating_skin_not_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_drumstick_fried_no_coating_skin_not_eaten_NS_as_to_type_of_fat_added_in_cooking	24144220.
24144221	Chicken_drumstick_fried_no_coating_skin_not_eaten_made_with_shortening	Chicken_drumstick_fried_no_coating_skin_not_eaten_made_with_shortening	24144221.
24144222	Chicken_drumstick_fried_no_coating_skin_not_eaten_made_with_butter	Chicken_drumstick_fried_no_coating_skin_not_eaten_made_with_butter	24144222.
24144223	Chicken_drumstick_fried_no_coating_skin_not_eaten_made_with_oil	Chicken_drumstick_fried_no_coating_skin_not_eaten_made_with_oil	24144223.
24144224	Chicken_drumstick_fried_no_coating_skin_not_eaten_made_with_cooking_spray	Chicken_drumstick_fried_no_coating_skin_not_eaten_made_with_cooking_spray	24144224.
24144225	Chicken_drumstick_fried_no_coating_skin_not_eaten_made_without_fat	Chicken_drumstick_fried_no_coating_skin_not_eaten_made_without_fat	24144225.
24147119	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_without_fat	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_without_fat	24147119.
24147200	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_added_in_cooking	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_added_in_cooking	24147200.
24147201	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_not_added_in_cooking	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_not_added_in_cooking	24147201.
24147210	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_NS_as_to_type_of_fat_added_in_cooking	24147210.
24147211	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_shortening	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_shortening	24147211.
24147212	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_butter	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_butter	24147212.
24147213	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_oil	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_oil	24147213.
24147214	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_cooking_spray	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_cooking_spray	24147214.
24147215	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_without_fat	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_without_fat	24147215.
24147220	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_NS_as_to_type_of_fat_added_in_cooking	24147220.
24147221	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_shortening	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_shortening	24147221.
24147222	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_butter	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_butter	24147222.
24147223	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_oil	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_oil	24147223.
24147224	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_cooking_spray	Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_cooking_spray	24147224.
24147225	Chicken_drumstick_from_fast_food_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten	Chicken_drumstick_from_fast_food_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten	24147225.
24147230	Chicken_drumstick_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken_drumstick_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	24147230.
24147235	Chicken_drumstick_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten	Chicken_drumstick_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten	24147235.
24147240	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_added_in_cooking	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_added_in_cooking	24147240.
24147241	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_not_added_in_cooking	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_not_added_in_cooking	24147241.
24147250	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_NS_as_to_type_of_fat_added_in_cooking	24147250.
24147251	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_shortening	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_shortening	24147251.
24147252	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_butter	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_butter	24147252.
24147253	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_oil	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_oil	24147253.
24147254	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_cooking_spray	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_cooking_spray	24147254.
24147255	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_made_without_fat	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_eaten_made_without_fat	24147255.
24147260	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_NS_as_to_type_of_fat_added_in_cooking	24147260.
24147261	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_shortening	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_shortening	24147261.
24147262	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_butter	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_butter	24147262.
24147263	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_oil	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_oil	24147263.
24147264	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_cooking_spray	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_with_cooking_spray	24147264.
24147265	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_without_fat	Chicken_drumstick_coated_baked_or_fried_prepared_skinless_coating_not_eaten_made_without_fat	24147265.
24150200	Chicken_thigh_NS_as_to_cooking_method_NS_as_to_skin_eaten	Chicken_thigh_NS_as_to_cooking_method_NS_as_to_skin_eaten	24150200.
24150210	Chicken_thigh_NS_as_to_cooking_method_skin_eaten	Chicken_thigh_NS_as_to_cooking_method_skin_eaten	24150210.
24150220	Chicken_thigh_NS_as_to_cooking_method_skin_not_eaten	Chicken_thigh_NS_as_to_cooking_method_skin_not_eaten	24150220.
24152200	Chicken_thigh_roasted_broiled_or_baked_NS_as_to_skin_eaten	Chicken_thigh_roasted_broiled_or_baked__NS_as_to_skin_eaten	24152200.
24152210	Chicken_thigh_roasted_broiled_or_baked_skin_eaten	Chicken_thigh_roasted_broiled_or_baked_skin_eaten	24152210.
24152220	Chicken_thigh_roasted_broiled_or_baked_skin_not_eaten	Chicken_thigh_roasted_broiled_or_baked_skin_not_eaten	24152220.
24153200	Chicken_thigh_stewed_NS_as_to_skin_eaten	Chicken_thigh_stewed_NS_as_to_skin_eaten	24153200.
24153210	Chicken_thigh_stewed_skin_eaten	Chicken_thigh_stewed_skin_eaten	24153210.
24153220	Chicken_thigh_stewed_skin_not_eaten	Chicken_thigh_stewed_skin_not_eaten	24153220.
24154200	Chicken_thigh_fried_no_coating_NS_as_to_skin_eaten_fat_added_in_cooking	Chicken_thigh_fried_no_coating_NS_as_to_skin_eaten_fat_added_in_cooking	24154200.
24154201	Chicken_thigh_fried_no_coating_NS_as_to_skin_eaten_fat_not_added_in_cooking	Chicken_thigh_fried_no_coating_NS_as_to_skin_eaten_fat_not_added_in_cooking	24154201.
24154210	Chicken_thigh_fried_no_coating_skin_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_thigh_fried_no_coating_skin_eaten_NS_as_to_type_of_fat_added_in_cooking	24154210.
24154211	Chicken_thigh_fried_no_coating_skin_eaten_made_with_shortening	Chicken_thigh_fried_no_coating_skin_eaten_made_with_shortening	24154211.
24154212	Chicken_thigh_fried_no_coating_skin_eaten_made_with_butter	Chicken_thigh_fried_no_coating_skin_eaten_made_with_butter	24154212.
24154213	Chicken_thigh_fried_no_coating_skin_eaten_made_with_oil	Chicken_thigh_fried_no_coating_skin_eaten_made_with_oil	24154213.
24154214	Chicken_thigh_fried_no_coating_skin_eaten_made_with_cooking_spray	Chicken_thigh_fried_no_coating_skin_eaten_made_with_cooking_spray	24154214.
24154215	Chicken_thigh_fried_no_coating_skin_eaten_made_without_fat	Chicken_thigh_fried_no_coating_skin_eaten_made_without_fat	24154215.
24154220	Chicken_thigh_fried_no_coating_skin_not_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_thigh_fried_no_coating_skin_not_eaten_NS_as_to_type_of_fat_added_in_cooking	24154220.
24154221	Chicken_thigh_fried_no_coating_skin_not_eaten_made_with_shortening	Chicken_thigh_fried_no_coating_skin_not_eaten_made_with_shortening	24154221.
24154222	Chicken_thigh_fried_no_coating_skin_not_eaten_made_with_butter	Chicken_thigh_fried_no_coating_skin_not_eaten_made_with_butter	24154222.
24154223	Chicken_thigh_fried_no_coating_skin_not_eaten_made_with_oil	Chicken_thigh_fried_no_coating_skin_not_eaten_made_with_oil	24154223.
24154224	Chicken_thigh_fried_no_coating_skin_not_eaten_made_with_cooking_spray	Chicken_thigh_fried_no_coating_skin_not_eaten_made_with_cooking_spray	24154224.
24154225	Chicken_thigh_fried_no_coating_skin_not_eaten_made_without_fat	Chicken_thigh_fried_no_coating_skin_not_eaten_made_without_fat	24154225.
24157119	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_without_fat	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_without_fat	24157119.
24157200	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_added_in_cooking	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_added_in_cooking	24157200.
24157201	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_not_added_in_cooking	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten_fat_not_added_in_cooking	24157201.
24157210	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_NS_as_to_type_of_fat_added_in_cooking	24157210.
24157211	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_shortening	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_shortening	24157211.
24157212	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_butter	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_butter	24157212.
24157213	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_oil	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_oil	24157213.
24157214	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_cooking_spray	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_with_cooking_spray	24157214.
24157215	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_without_fat	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_made_without_fat	24157215.
24157220	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_NS_as_to_type_of_fat_added_in_cooking	24157220.
24157221	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_shortening	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_shortening	24157221.
24157222	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_butter	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_butter	24157222.
24157223	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_oil	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_oil	24157223.
24157224	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_cooking_spray	Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten_made_with_cooking_spray	24157224.
24157225	Chicken_thigh_from_fast_food_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten	Chicken_thigh_from_fast_food_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten	24157225.
24157230	Chicken_thigh_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken_thigh_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	24157230.
24157235	Chicken_thigh_from_fast_food_coated_baked_or_broiled_prepared_with_skin_skincoating_not_eaten	Chicken_thigh_from_fast_food_coated_baked_or_broiled_prepared_with_skin_skincoating_not_eaten	24157235.
24157240	Chicken_thigh_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_added_in_cooking	Chicken_thigh_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_added_in_cooking	24157240.
24157241	Chicken_thigh_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_not_added_in_cooking	Chicken_thigh_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_fat_not_added_in_cooking	24157241.
24157250	Chicken_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_NS_as_to_type_of_fat_added_in_cooking	Chicken_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_NS_as_to_type_of_fat_added_in_cooking	24157250.
24157251	Chicken_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_shortening	Chicken_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_shortening	24157251.
24157252	Chicken_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_butter	Chicken_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten_made_with_butter	24157252.
